war_phase;subphase;battle_id;allignment;state;year_start;year_end;home_lat;home_lng;battle_location;battle_lat;battle_lng;result
second_peloponnesian_war;archidamean_war;battle_of_spartolus;other;spartolus;429;429;40,316;23,16;spartolus;40,316;23,16;chalcidian_victory
second_peloponnesian_war;archidamean_war;battle_of_spartolus;other;olynthus;429;429;40,296;23,354;spartolus;40,316;23,16;chalcidian_victory
second_peloponnesian_war;archidamean_war;naval_battle_for_acarnania;delian_league;athens;429;429;37,972;23,726;near_acarnania;38,267;21,329;delian_victory
second_peloponnesian_war;archidamean_war;naval_battle_for_acarnania;peloponnesian_league;sparta;429;429;37,082;22,424;near_acarnania;38,267;21,329;delian_victory
second_peloponnesian_war;archidamean_war;naval_battle_for_acarnania;peloponnesian_league;sicyon;429;429;37,984;22,711;near_acarnania;38,267;21,329;delian_victory
second_peloponnesian_war;archidamean_war;naval_battle_for_acarnania;peloponnesian_league;corinth;429;429;37,933;22,933;near_acarnania;38,267;21,329;delian_victory
second_peloponnesian_war;archidamean_war;naval_battle_of_naupactus;delian_league;athens;429;429;37,972;23,726;naupactus;38,394;21,831;delian_victory
second_peloponnesian_war;archidamean_war;naval_battle_of_naupactus;peloponnesian_league;sparta;429;429;37,082;22,424;naupactus;38,394;21,831;delian_victory
second_peloponnesian_war;archidamean_war;third_invasion_of_attica;peloponnesian_league;sparta;428;428;37,082;22,424;attica;38,088;23,734;
second_peloponnesian_war;archidamean_war;third_invasion_of_attica;peloponnesian_league;peloponnes;428;428;37,356;22,352;attica;38,088;23,734;
second_peloponnesian_war;archidamean_war;siege_of_mytilene;delian_league;athens;428;427;37,972;23,726;mytilene;39,104;26,555;delian_victory
second_peloponnesian_war;archidamean_war;siege_of_mytilene;peloponnesian_league;mytilene;428;427;39,104;26,555;mytilene;39,104;26,555;delian_victory
second_peloponnesian_war;archidamean_war;siege_of_mytilene;peloponnesian_league;sparta;428;427;37,082;22,424;mytilene;39,104;26,555;delian_victory
second_peloponnesian_war;archidamean_war;fourth_invasion_of_attica;peloponnesian_league;sparta;427;427;37,082;22,424;attica;38,088;23,734;
second_peloponnesian_war;archidamean_war;fourth_invasion_of_attica;peloponnesian_league;peloponnes;427;427;37,356;22,352;attica;38,088;23,734;
second_peloponnesian_war;archidamean_war;demosthenes_aetolian_campaign;delian_league;athens;426;426;37,972;23,726;aegitium;38,491;22,17;aetolian_victory
second_peloponnesian_war;archidamean_war;demosthenes_aetolian_campaign;delian_league;messenia;426;426;37,175;21,92;aegitium;38,491;22,17;aetolian_victory
second_peloponnesian_war;archidamean_war;demosthenes_aetolian_campaign;delian_league;cephallonia;426;426;38,265;20,553;aegitium;38,491;22,17;aetolian_victory
second_peloponnesian_war;archidamean_war;demosthenes_aetolian_campaign;delian_league;zacynthus;426;426;37,789;20,771;aegitium;38,491;22,17;aetolian_victory
second_peloponnesian_war;archidamean_war;demosthenes_aetolian_campaign;other;aetolia;426;426;38,491;22,17;aegitium;38,491;22,17;aetolian_victory
second_peloponnesian_war;archidamean_war;battle_of_olpae;delian_league;athens;426;426;37,972;23,726;olpae;38,351;21,144;delian_victory
second_peloponnesian_war;archidamean_war;battle_of_olpae;delian_league;amphilochia;426;426;38,951;21,144;olpae;38,951;21,144;delian_victory
second_peloponnesian_war;archidamean_war;battle_of_olpae;peloponnesian_league;sparta;426;426;37,082;22,424;olpae;38,951;21,144;delian_victory
second_peloponnesian_war;archidamean_war;battle_of_olpae;peloponnesian_league;ambracia;426;426;39,158;20,987;olpae;38,951;21,144;delian_victory
second_peloponnesian_war;archidamean_war;fifth_invasion_of_attica;peloponnesian_league;sparta;425;425;37,082;22,424;attica;38,088;23,734;
second_peloponnesian_war;archidamean_war;fifth_invasion_of_attica;peloponnesian_league;peloponnes;425;425;37,356;22,352;attica;38,088;23,734;
second_peloponnesian_war;archidamean_war;battle_of_pylos;delian_league;athens;425;425;37,972;23,726;sphacteria;36,93;21,666;delian_victory
second_peloponnesian_war;archidamean_war;battle_of_pylos;peloponnesian_league;sparta;425;425;37,082;22,424;sphacteria;36,93;21,666;delian_victory
second_peloponnesian_war;archidamean_war;second_battle_of_megara;delian_league;athens;424;424;37,972;23,726;megara;37,995;23,344;peloponnesian_victory
second_peloponnesian_war;archidamean_war;second_battle_of_megara;peloponnesian_league;sparta;424;424;37,082;22,424;megara;37,995;23,344;peloponnesian_victory
second_peloponnesian_war;archidamean_war;battle_of_delium;delian_league;athens;424;424;37,972;23,726;delium;38,346;23,661;boeotian_victory
second_peloponnesian_war;archidamean_war;battle_of_delium;boeotian_league;boeotia;424;424;38,317;23,317;delium;38,346;23,661;boeotian_victory
second_peloponnesian_war;archidamean_war;capture_of_amphipolis;delian_league;athens;424;424;37,972;23,726;amphipolis;40,818;23,84;peloponnesian_victory
second_peloponnesian_war;archidamean_war;capture_of_amphipolis;peloponnesian_league;sparta;424;424;37,082;22,424;amphipolis;40,818;23,84;peloponnesian_victory
second_peloponnesian_war;archidamean_war;capture_of_amphipolis;peloponnesian_league;peloponnes;424;424;37,356;22,352;amphipolis;40,818;23,84;peloponnesian_victory
second_peloponnesian_war;archidamean_war;capture_of_torone;delian_league;athens;424;424;37,972;23,726;torone;39,987;23,903;peloponnesian_victory
second_peloponnesian_war;archidamean_war;capture_of_torone;peloponnesian_league;sparta;424;424;37,082;22,424;torone;39,987;23,903;peloponnesian_victory
second_peloponnesian_war;archidamean_war;capture_of_torone;peloponnesian_league;peloponnes;424;424;37,356;22,352;torone;39,987;23,903;peloponnesian_victory
second_peloponnesian_war;archidamean_war;battle_of_amphipolis;delian_league;athens;422;422;37,972;23,726;amphipolis;40,818;23,84;peloponnesian_victory
second_peloponnesian_war;archidamean_war;battle_of_amphipolis;delian_league;delian_allies;422;422;38,088;23,734;amphipolis;40,818;23,84;peloponnesian_victory
second_peloponnesian_war;archidamean_war;battle_of_amphipolis;peloponnesian_league;sparta;422;422;37,082;22,424;amphipolis;40,818;23,84;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;delian_league;athens;418;418;37,972;23,726;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;other;argos;418;418;37,633;22,729;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;other;mantinea;418;418;37,618;22,393;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;other;orneae;418;418;37,714;22,557;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;other;cleonae;418;418;37,817;22,754;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;other;arcadia;418;418;37,536;22,219;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;peloponnesian_league;sparta;418;418;37,082;22,424;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;peloponnesian_league;heraea;418;418;37,612;21,857;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;peloponnesian_league;thrace;418;418;41,542;25,431;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;peloponnesian_league;maenalus;418;418;37,55;22,266;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;battle_of_mantinea;peloponnesian_league;tegea;418;418;37,455;22,421;mantinea;37,618;22,393;peloponnesian_victory
second_peloponnesian_war;nicias_peace;siege_of_melos;delian_league;athens;416;416;37,972;23,726;melos;36,683;24,417;delian_victory
second_peloponnesian_war;nicias_peace;siege_of_melos;other;melos;416;416;36,683;24,417;melos;36,683;24,417;delian_victory
second_peloponnesian_war;nicias_peace;sicilian_expedition;delian_league;athens;415;413;37,972;23,726;syracuse;37,069;15,288;syracusan_victory
second_peloponnesian_war;nicias_peace;sicilian_expedition;delian_league;delian_allies;415;413;38,088;23,734;syracuse;37,069;15,288;syracusan_victory
second_peloponnesian_war;nicias_peace;sicilian_expedition;delian_league;segesta;415;413;37,941;12,832;syracuse;37,069;15,288;syracusan_victory
second_peloponnesian_war;nicias_peace;sicilian_expedition;peloponnesian_league;sparta;415;413;37,082;22,424;syracuse;37,069;15,288;syracusan_victory
second_peloponnesian_war;nicias_peace;sicilian_expedition;other;syracuse;415;413;37,069;15,288;syracuse;37,069;15,288;syracusan_victory
second_peloponnesian_war;decelean_war;seizing_decelea;peloponnesian_league;sparta;413;413;37,082;22,424;decelea;38,11;23,779;peloponnesian_victory
second_peloponnesian_war;decelean_war;revolt_erythrae;other;erythrae;412;412;38,383;26,481;erythrae;38,383;26,481;
second_peloponnesian_war;decelean_war;revolt_chios;other;chios;412;412;38,378;26,065;chios;38,378;26,065;
second_peloponnesian_war;decelean_war;revolt_clazomenae;other;clazomenae;412;412;38,358;26,768;clazomenae;38,358;26,768;
second_peloponnesian_war;decelean_war;revolt_miletus;other;miletus;412;412;37,531;27,276;miletus;37,531;27,276;
second_peloponnesian_war;decelean_war;revolt_lebedus;other;lebedus;412;412;38,078;26,965;lebedus;38,078;26,965;
second_peloponnesian_war;decelean_war;revolt_erae;other;erae;412;412;38,237;26,757;erae;38,237;26,757;
second_peloponnesian_war;decelean_war;revolt_lesbos;other;lesbos;412;412;39,167;26,333;lesbos;39,167;26,333;
second_peloponnesian_war;decelean_war;mytilene_recaptured;delian_league;athens;412;412;37,972;23,726;mytilene;39,104;26,555;delian_victory
second_peloponnesian_war;decelean_war;mytilene_recaptured;other;mytilene;412;412;39,104;26,555;mytilene;39,104;26,555;delian_victory
second_peloponnesian_war;decelean_war;revolt_cnidus;other;cnidus;412;412;36,686;27,375;cnidus;36,686;27,375;
second_peloponnesian_war;decelean_war;battle_of_cnidus;delian_league;athens;412;411;37,972;23,726;cnidus;36,686;27,375;
second_peloponnesian_war;decelean_war;battle_of_cnidus;other;cnidus;412;411;36,686;27,375;cnidus;36,686;27,375;
second_peloponnesian_war;decelean_war;battle_of_cnidus;peloponnesian_league;sparta;412;411;37,082;22,424;cnidus;36,686;27,375;
second_peloponnesian_war;decelean_war;battle_of_cnidus;peloponnesian_league;syracuse;412;411;37,069;15,288;cnidus;36,686;27,375;
second_peloponnesian_war;decelean_war;battle_of_cnidus;peloponnesian_league;thurii;412;411;39,717;16,496;cnidus;36,686;27,375;
second_peloponnesian_war;decelean_war;revolt_rhodes;other;rhodes;411;411;36,455;28,225;rhodes;36,455;28,225;
second_peloponnesian_war;decelean_war;revolt_abydus;other;abydus;411;411;40,195;26,405;abydus;40,195;26,405;
second_peloponnesian_war;decelean_war;revolt_lampsacus;other;lampsacus;411;411;40,347;26,699;lampsacus;40,347;26,699;
second_peloponnesian_war;decelean_war;revolt_byzantium;other;byzantium;411;411;41,015;28,985;byzantium;41,015;28,985;
second_peloponnesian_war;decelean_war;revolt_euboea;delian_league;athens;411;411;37,972;23,726;eretria;38,398;23,791;
second_peloponnesian_war;decelean_war;revolt_euboea;other;eretria;411;411;38,398;23,791;eretria;38,398;23,791;
second_peloponnesian_war;decelean_war;revolt_euboea;peloponnesian_league;sparta;411;411;37,082;22,424;eretria;38,398;23,791;
second_peloponnesian_war;decelean_war;naval_battle_of_cynossema;delian_league;athens;411;411;37,972;23,726;cynossema;40,142;26,388;delian_victory
second_peloponnesian_war;decelean_war;naval_battle_of_cynossema;peloponnesian_league;sparta;411;411;37,082;22,424;cynossema;40,142;26,388;delian_victory
second_peloponnesian_war;decelean_war;naval_battle_of_abydus;delian_league;athens;411;411;37,972;23,726;abydus;40,195;26,405;delian_victory
second_peloponnesian_war;decelean_war;naval_battle_of_abydus;peloponnesian_league;sparta;411;411;37,082;22,424;abydus;40,195;26,405;delian_victory
second_peloponnesian_war;decelean_war;naval_battle_of_abydus;peloponnesian_league;rhodes;411;411;36,455;28,225;abydus;40,195;26,405;delian_victory
second_peloponnesian_war;decelean_war;battle_of_cyzicus;delian_league;athens;410;410;37,972;23,726;cyzicus;40,38;27,89;delian_victory
second_peloponnesian_war;decelean_war;battle_of_cyzicus;peloponnesian_league;sparta;410;410;37,082;22,424;cyzicus;40,38;27,89;delian_victory
second_peloponnesian_war;decelean_war;battle_of_cyzicus;peloponnesian_league;persian_empire;410;410;40,129;28,072;cyzicus;40,38;27,89;delian_victory
second_peloponnesian_war;decelean_war;byzantium_recaptured;delian_league;athens;408;408;37,972;23,726;byzantium;41,015;28,985;delian_victory
second_peloponnesian_war;decelean_war;battle_of_notium;delian_league;athens;406;406;37,972;23,726;notium;37,993;26,848;peloponnesian_victory
second_peloponnesian_war;decelean_war;battle_of_notium;peloponnesian_league;sparta;406;406;37,082;22,424;notium;37,993;26,848;peloponnesian_victory
second_peloponnesian_war;decelean_war;battle_of_arginusae;delian_league;athens;406;406;37,972;23,726;arginusae;39,041;26,799;delian_victory
second_peloponnesian_war;decelean_war;battle_of_arginusae;peloponnesian_league;sparta;406;406;37,082;22,424;arginusae;39,041;26,799;delian_victory
second_peloponnesian_war;decelean_war;battle_of_aegospotami;delian_league;athens;405;405;37,972;23,726;aegospotami;40,252;26,55;peloponnesian_victory
second_peloponnesian_war;decelean_war;battle_of_aegospotami;peloponnesian_league;sparta;405;405;37,082;22,424;aegospotami;40,252;26,55;peloponnesian_victory
second_peloponnesian_war;decelean_war;siege_of_athens;delian_league;athens;405;404;37,972;23,726;athens;37,972;23,726;peloponnesian_victory
second_peloponnesian_war;decelean_war;siege_of_athens;peloponnesian_league;sparta;405;404;37,082;22,424;athens;37,972;23,726;peloponnesian_victory
